1000.07	360.037	102.232	10.007
1000.09	359.17	101.992	10.009
1000.10	358.763	101.88	10.011
1000.11	360.239	102.297	10.01
1000.12	359.666	102.138	10.012
1000.14	360.231	102.304	10.014
1000.15	360.213	102.301	10.015
1000.16	359.374	102.065	10.016
1000.17	360.17	102.29	10.015
1000.19	359.833	102.193	10.015
1000.20	359.822	102.19	10.015
1000.21	359.72	102.16	10.014
1000.22	359.947	102.217	10.011
1000.24	360.443	102.424	10.039
1000.25	359.874	102.446	10.115
1000.26	359.717	102.557	10.179
1000.27	362.622	103.442	10.203
1000.29	364.315	103.728	10.122
1000.30	365.849	103.988	10.05
1000.31	365.522	103.372	9.836
1000.32	369.954	103.829	9.514
1000.34	374.072	104.594	9.358
1000.35	377.463	105.73	9.432
1000.36	374.663	105.323	9.583
1000.37	380.037	106.594	9.488
1000.39	387.368	108.973	9.613
1000.40	386.722	109.382	9.842
1000.41	390.069	110.64	9.961
1000.42	394.694	112.095	10.015
1000.44	399.107	113.342	10.013
1000.45	404.03	114.466	9.911
1000.46	409.313	115.452	9.725
1000.47	416.356	116.881	9.524
1000.49	421.847	118.337	9.494
1000.50	423.567	119.215	9.634
1000.51	426.431	120.593	9.834
1000.52	421.775	119.648	9.966
1000.54	419.321	119.096	10.017
1000.55	410.921	116.214	9.837
1000.56	408.588	114.838	9.575
1000.57	410.14	114.608	9.332
1000.59	407.628	114.367	9.501
1001.00	401.805	113.586	9.819
1001.01	391.643	111.302	10.043
1001.02	384.683	109.403	10.074
1001.04	380.931	108.301	10.06
1001.05	375.842	106.821	10.047
1001.06	373.374	106.095	10.037
1001.07	371.225	105.48	10.035
1001.08	369.396	104.964	10.037
1001.10	366.294	104.095	10.042
1001.11	366.203	104.073	10.044
1001.12	363.402	103.278	10.044
1001.13	363.071	103.182	10.043
1001.15	361.744	102.793	10.038
1001.16	361.436	102.708	10.039
1001.17	361.122	102.617	10.038
1001.18	360.542	102.448	10.037
1001.20	359.666	102.192	10.034
1001.21	359.314	102.084	10.031
1001.22	359.322	102.102	10.037
1001.23	359.208	102.073	10.039
1001.25	360.341	102.4	10.041
1001.26	357.962	101.731	10.043
1001.27	357.601	101.643	10.049
1001.28	357.692	101.682	10.055
1001.30	358.182	101.84	10.063
1001.31	357.888	101.797	10.08
1001.32	358.676	102.051	10.092
1001.33	358.783	102.115	10.106
1001.35	359.637	102.413	10.129
1001.36	359.344	102.429	10.17
1001.37	360.641	102.922	10.221
1001.38	362.007	103.172	10.164
1001.40	367.423	104.534	10.09
1001.41	363.715	103.36	10.041
1001.42	370.272	104.033	9.56
1001.43	374.535	104.574	9.298
1001.45	377.123	105.036	9.194
1001.46	383.38	107.03	9.292
1001.47	382.822	108.013	9.738
1001.48	383.497	108.721	9.94
1001.50	389.173	110.486	9.999
1001.51	393.984	111.943	10.034
1001.52	398.368	113.193	10.036
1001.53	401.93	114.032	9.971
1001.55	409.081	115.761	9.862
1001.56	412.319	116.214	9.694
1001.57	414.812	116.279	9.464
1001.58	419.363	116.835	9.206
1002.00	423.17	117.109	8.927
1002.01	427.668	117.57	8.651
1002.02	427.791	116.966	8.427
1002.03	428.653	116.674	8.241
1002.05	429.115	116.129	8.005
1002.06	427.643	114.941	7.725
1002.07	427.609	114.388	7.532
1002.08	427.393	114.071	7.441
1002.10	426.006	113.725	7.449
1002.11	425.141	113.871	7.583
